age,study_hours,attendance,math,science,english,previous,final_marks
18,3.27,49.93,37,32,55,56,47.56
16,5.2,82.24,52,94,40,92,67.61
23,1.28,48.4,34,39,72,40,51.58
16,9.4,77.23,43,52,38,71,53.41
20,11.07,70.33,55,53,22,67,60.72
24,3.62,57.88,79,69,79,91,83.58
22,5.72,46.69,53,69,92,33,71.43
19,2.34,84.15,70,28,53,63,51.88
24,6.03,62.91,59,26,48,55,43.22
24,2.47,45.19,41,28,93,83,47.13
17,6.76,86.37,35,45,76,56,49.8
21,9.08,53.97,61,21,92,68,56.63
19,7.09,84.19,35,24,59,50,44.44
23,3.7,73.89,24,85,69,83,64.79
22,4.89,51.67,25,29,94,85,54.06
22,8.02,44.58,61,50,38,92,63.82
24,7.49,75.59,49,52,41,71,60.13
20,2.5,41.51,51,25,70,55,45.85
21,10.29,43.93,72,33,68,49,64.03
16,6.23,82.13,38,97,71,82,70.87
21,2.79,72.33,70,34,41,34,50.26
17,2.35,59.58,47,62,81,45,57.2
21,11.62,72.35,66,98,79,38,81.99
24,4.1,75.5,91,39,99,54,69.66
23,10.99,73.92,20,40,26,86,35.76
24,5.52,78.55,87,83,72,67,79.28
23,5.25,96.42,76,48,50,37,63.11
18,8.71,63.33,41,78,23,94,64.87
23,1.11,58.07,77,92,26,60,68.18
21,4.72,42.31,32,83,22,62,46.36
21,4.33,48.82,58,63,44,84,57.04
21,10.55,46.37,46,53,53,65,49.89
18,6.82,60.13,58,66,52,53,64.98
16,5.01,76.6,91,28,57,90,59.64
19,3.93,42.78,31,79,23,57,50.57
21,7.5,83.66,43,49,67,89,62.57
17,2.67,63.85,37,36,93,68,48.27
22,3.71,97.81,34,71,80,60,62.84
22,4.23,74.1,79,78,84,30,83.18
19,7.69,86.28,35,23,90,42,48.57
19,5.11,91.67,93,59,97,71,86.36
16,6.56,93.33,66,26,80,66,61.67
17,8.15,71.11,43,57,20,86,54.48
24,11.52,63.8,64,51,25,64,58.23
23,9.41,73.63,38,88,93,66,79.19
23,5.46,64.12,60,86,40,49,63.67
24,9.23,54.44,50,75,86,52,73.32
22,11.45,59.44,35,39,47,84,57.18
24,6.49,53.97,42,83,85,86,76.29
17,5.52,56.17,97,36,46,79,67.23
21,1.86,45.62,42,35,51,67,47.63
18,10.82,65.59,60,30,31,76,53.24
21,3.71,54.12,37,32,84,59,47.08
18,1.7,66.9,55,37,65,72,54.21
23,6.91,87.53,31,33,59,56,48.43
19,10.3,66.9,94,53,28,93,72.6
21,5.47,97.28,88,95,81,35,89.6
24,9.61,48.87,70,45,35,60,58.13
17,10.2,91.02,51,61,87,58,63.09
17,6.0,54.9,90,80,59,32,63.57
22,7.5,96.04,55,58,54,49,61.59
17,6.87,53.63,59,21,79,87,62.05
17,11.33,84.82,89,76,89,86,88.54
19,8.98,43.73,57,69,22,33,64.56
24,11.18,77.79,73,35,72,71,67.93
23,3.42,53.12,23,81,78,63,70.63
17,4.41,80.21,65,30,55,47,51.46
23,1.78,78.15,82,82,85,94,88.9
19,6.5,95.42,93,49,56,54,67.35
17,10.61,77.6,69,73,98,74,87.69
22,4.6,64.49,49,90,63,43,68.65
21,2.41,51.61,92,46,83,40,68.38
20,1.75,79.45,35,83,70,81,64.71
16,5.92,46.98,71,98,25,37,73.83
17,2.8,89.71,23,28,88,89,47.83
23,4.81,54.84,45,95,40,71,64.48
16,10.02,71.45,48,91,76,45,87.07
18,5.22,75.76,30,21,47,68,42.45
17,7.71,61.75,43,68,43,71,64.77
20,6.52,79.83,70,67,94,47,72.89
19,8.9,55.01,61,74,82,36,68.09
22,2.72,42.08,58,99,41,33,66.91
20,11.12,97.56,26,86,53,59,65.44
23,8.08,59.2,37,50,56,79,53.99
19,3.98,82.81,22,45,60,74,38.61
21,2.36,70.45,82,85,98,60,72.33
19,2.65,80.14,39,49,62,75,42.89
17,9.61,46.66,92,96,41,83,85.03
16,7.47,71.13,93,97,34,75,75.79
16,5.19,63.53,89,20,40,34,42.96
23,4.66,67.11,36,89,71,39,58.5
19,10.41,97.97,98,41,23,52,55.56
20,10.62,48.18,78,94,66,36,76.63
23,7.39,85.28,73,73,37,87,67.04
22,6.77,59.82,32,33,90,76,56.27
23,9.98,57.42,61,33,99,50,65.01
23,9.24,56.25,63,90,54,60,70.81
21,5.4,60.93,99,38,95,56,76.55
17,1.91,61.43,86,45,26,58,48.76
21,9.45,56.24,91,78,60,39,74.91
16,2.86,80.05,39,41,29,38,36.04
16,1.18,42.86,66,25,81,40,50.34
18,10.28,59.94,43,82,84,51,60.61
18,7.36,56.81,70,96,31,79,84.29
20,10.81,85.09,37,93,47,69,70.33
16,6.33,48.79,42,73,77,92,68.75
21,11.19,96.44,20,38,75,48,41.18
22,4.89,50.23,85,29,37,45,53.79
18,8.97,62.2,24,56,84,33,53.57
19,4.31,51.98,37,96,76,78,74.68
18,1.01,57.2,99,36,69,67,63.26
16,5.18,85.66,93,74,64,36,73.33
23,9.12,68.58,54,24,81,84,58.75
17,2.65,49.75,44,40,84,43,57.92
16,6.55,42.8,43,58,74,63,51.13
23,3.34,53.79,32,39,57,50,34.46
22,1.82,96.74,40,90,23,65,45.22
22,7.79,90.72,58,34,34,92,60.03
19,11.47,66.41,53,98,40,71,78.1
24,4.42,68.92,38,72,40,78,49.89
21,7.39,93.96,47,52,70,39,51.34
17,11.49,75.48,30,63,97,50,70.44
16,8.16,92.85,68,85,54,92,70.11
16,8.4,69.51,54,69,23,79,58.45
24,2.97,52.01,95,51,51,56,61.92
19,6.42,83.56,76,98,31,37,87.89
20,5.04,71.58,47,90,73,59,68.55
18,6.18,80.11,85,92,49,59,84.33
19,9.81,49.43,84,74,28,47,70.65
23,6.07,78.86,92,47,38,52,61.13
19,1.69,62.94,41,22,99,67,47.06
24,10.96,59.92,70,72,49,59,70.82
24,6.99,80.29,28,61,84,59,59.68
21,11.17,75.53,90,21,64,68,63.46
17,7.3,78.95,55,41,42,46,54.62
22,1.77,97.92,73,44,95,81,68.75
24,7.08,82.07,57,51,24,42,47.91
21,7.33,78.45,85,26,86,36,62.33
18,3.36,76.81,62,81,85,89,77.98
22,6.18,63.92,24,50,62,75,45.15
20,6.05,90.35,56,82,21,64,56.27
16,7.85,62.86,77,56,67,58,62.39
18,3.86,82.01,82,87,77,63,77.91
20,7.4,57.59,70,98,59,37,73.7
22,3.65,48.87,91,28,72,33,53.33
18,5.91,47.79,62,89,78,86,76.81
21,2.35,78.07,86,65,87,33,71.9
20,1.41,59.68,86,53,82,49,71.8
16,4.53,56.5,84,79,55,84,79.38
21,4.02,75.52,81,32,59,35,46.33
23,5.48,41.54,82,55,25,58,59.98
16,11.58,54.77,49,67,33,34,47.34
17,6.74,60.43,57,94,98,66,82.99
19,7.08,82.5,70,25,52,38,55.47
17,11.36,72.7,57,24,38,66,46.58
24,11.13,91.36,86,84,95,68,92.33
23,10.73,60.07,96,69,62,92,77.87
23,2.08,57.79,67,93,73,86,75.15
19,7.98,41.99,31,93,92,69,71.64
20,9.89,97.1,39,43,80,93,61.67
19,10.19,70.09,91,26,32,32,60.41
24,7.36,70.15,21,77,61,72,54.52
17,1.19,95.41,94,40,37,54,61.27
23,11.71,57.4,74,52,91,84,70.88
17,6.19,59.93,25,63,84,65,47.31
16,5.33,79.38,81,44,67,87,59.44
18,5.34,87.11,68,99,55,48,69.76
24,5.67,81.96,73,34,64,88,65.79
18,3.66,87.32,29,48,29,45,43.55
24,4.6,74.51,43,71,28,31,49.35
22,11.84,91.77,48,36,65,94,51.59
16,5.05,73.01,25,55,36,88,56.97
20,6.79,53.76,77,54,86,77,64.93
24,10.33,72.5,97,59,52,32,74.42
18,6.8,82.78,76,42,84,55,65.46
24,4.57,79.21,22,92,39,43,56.08
20,6.76,54.58,43,53,85,53,66.07
24,2.25,42.46,38,77,35,64,52.84
21,2.43,55.15,28,99,92,35,68.33
24,8.64,99.04,49,80,33,91,81.92
22,11.09,51.07,96,47,20,65,70.27
22,8.98,67.86,63,79,54,58,61.93
23,1.82,78.3,72,51,20,42,36.78
22,5.43,92.77,87,77,62,37,77.13
24,1.03,85.62,79,63,88,44,67.42
24,6.62,94.54,42,53,94,62,67.74
21,3.13,76.26,80,40,74,45,48.98
22,10.55,91.92,26,20,35,81,48.12
17,2.15,55.83,63,74,86,63,68.67
24,1.02,65.83,74,99,82,63,89.19
16,5.96,90.63,94,68,91,72,83.48
16,2.71,59.53,58,40,41,90,54.51
18,9.12,92.27,78,74,75,51,76.02
21,11.12,61.79,24,46,71,80,53.28
20,1.46,61.8,61,39,46,33,48.27
17,5.35,58.54,33,35,83,78,50.64
24,11.96,72.82,46,97,64,68,73.15
19,9.06,47.74,35,67,86,30,62.59
19,11.49,42.2,21,51,45,70,46.4
20,2.8,93.84,38,51,32,79,50.04
23,3.44,95.74,42,72,49,46,48.39
19,2.7,44.57,60,72,97,37,67.23
20,4.33,72.98,33,21,49,31,35.4
19,8.97,72.38,66,76,63,46,59.67
21,2.81,62.35,82,41,67,62,55.82
18,6.77,74.13,27,71,28,83,39.83
23,3.96,67.49,46,77,67,35,60.99
21,10.12,69.38,59,53,75,81,64.62
20,1.07,85.32,47,90,87,74,69.45
17,3.45,71.56,87,36,25,30,58.01
22,7.66,59.42,80,91,84,80,85.45
17,2.06,74.89,57,42,86,40,57.82
16,6.13,78.45,94,52,40,51,63.51
22,5.8,79.74,43,48,97,63,58.15
20,10.38,77.1,47,38,49,30,43.62
16,7.88,79.88,60,88,76,78,81.57
19,8.04,58.61,37,56,74,78,67.85
19,11.47,66.77,68,45,21,71,63.95
22,11.81,80.12,45,43,67,78,55.51
24,8.19,85.26,22,73,41,42,58.27
17,6.74,66.05,96,40,32,43,59.61
16,7.69,61.92,57,29,62,65,61.56
17,5.21,82.95,33,61,94,85,65.91
22,11.86,53.33,20,48,93,75,60.62
21,8.76,40.57,30,76,68,44,60.83
19,4.2,68.27,59,54,56,37,47.24
16,1.64,50.4,23,47,54,85,37.87
16,1.49,62.7,53,31,38,40,38.05
20,3.25,57.47,84,77,47,52,66.66
16,3.56,86.64,75,63,76,74,71.89
22,5.57,59.88,29,26,80,56,43.42
16,3.36,78.44,90,35,62,60,60.1
16,7.94,80.43,83,54,79,76,81.34
17,3.32,67.39,32,26,29,90,45.1
18,3.07,44.86,41,33,98,37,53.33
16,6.18,82.02,75,78,86,94,78.13
24,10.78,44.51,84,81,43,54,76.8
23,6.15,45.95,32,93,93,46,74.53
20,5.55,51.76,20,85,63,59,55.99
17,7.36,56.82,57,41,49,53,60.19
20,3.83,90.79,77,35,64,81,71.91
21,4.89,80.5,44,94,79,92,79.38
16,3.35,63.23,61,62,72,90,69.35
19,7.29,98.72,52,39,44,87,57.55
24,8.67,54.62,76,29,95,61,69.73
17,8.41,76.59,56,38,23,64,52.13
20,3.8,90.83,76,31,93,45,56.79
16,9.58,88.12,81,29,50,38,65.84
19,3.82,45.42,22,90,38,48,51.88
19,2.65,81.84,49,75,21,69,66.79
21,4.85,55.47,86,30,23,69,66.95
24,7.58,61.34,82,99,98,75,89.52
18,2.56,69.34,42,80,57,32,57.83
24,8.13,87.45,91,57,52,55,69.29
21,10.49,49.97,92,36,37,34,55.68
22,4.22,46.51,85,73,51,56,68.76
17,5.95,49.21,80,64,96,73,77.28
21,3.51,53.09,21,44,99,67,45.06
21,4.97,43.57,46,50,52,70,46.93
17,1.24,95.58,67,84,53,87,55.55
17,11.49,59.15,82,58,70,58,68.49
17,5.57,50.62,24,39,82,80,54.7
16,9.68,78.27,20,92,97,92,81.39
20,2.57,87.22,41,62,66,48,45.55
23,9.94,85.19,93,85,85,56,81.84
17,10.46,83.12,43,20,32,82,52.51
20,8.87,43.03,78,74,71,74,72.48
23,10.94,86.93,98,70,71,40,79.75
20,2.84,70.11,69,24,62,39,46.63
17,6.24,78.95,42,31,80,49,56.53
18,7.82,97.39,97,33,22,48,67.96
21,7.56,88.64,37,79,87,31,66.4
20,10.47,89.52,41,59,78,69,63.51
19,3.37,50.89,63,28,73,47,50.85
19,2.93,68.59,63,61,88,31,68.23
20,3.79,96.96,56,61,21,76,57.53
17,10.81,74.96,26,52,87,78,60.1
24,11.35,46.16,43,44,63,52,55.45
17,7.27,83.91,96,97,57,76,83.56
17,6.52,42.58,60,28,79,74,53.81
24,7.66,84.54,89,63,46,50,63.42
18,7.78,92.79,90,77,34,76,81.35
22,2.87,65.52,37,44,58,61,36.35
19,8.55,64.82,98,51,57,48,72.66
21,5.98,58.25,91,41,73,47,66.66
19,6.69,92.62,79,74,82,53,77.34
22,1.33,72.87,71,80,77,76,69.99
16,9.41,74.76,99,76,81,59,84.71
18,10.19,79.7,68,96,97,50,94.88
18,7.81,58.01,86,80,37,77,74.68
16,9.24,65.97,64,86,48,74,73.8
21,6.75,84.5,28,94,90,30,68.42
24,7.8,99.13,45,21,76,51,48.05
23,5.34,42.06,45,76,43,85,57.11
22,9.71,42.56,49,92,57,69,73.46
23,6.15,65.68,46,52,25,67,45.31
21,8.48,79.58,99,82,39,48,77.46
24,7.84,63.18,23,35,61,48,49.9
18,8.73,99.98,70,20,93,76,62.12
24,9.64,51.72,89,83,41,87,78.57
19,6.64,40.48,98,88,52,86,80.97
22,9.94,51.41,29,36,65,77,53.57
24,6.47,93.21,55,59,73,74,66.98
17,11.52,48.71,65,20,61,57,52.02
17,9.28,68.74,25,32,70,89,48.51
24,2.88,65.16,89,37,87,34,61.06
18,10.13,79.94,98,87,75,47,84.03
24,7.07,43.28,97,33,96,66,64.08
20,11.83,79.53,22,24,61,54,46.14
21,8.91,61.29,69,81,32,67,65.24
17,1.93,95.56,61,52,73,30,60.3
23,5.34,90.93,97,45,31,69,65.12
24,6.69,63.97,73,80,54,84,71.99
17,10.23,99.57,58,87,28,68,67.11
21,9.02,43.12,74,49,32,54,51.77
21,5.06,87.32,30,81,41,52,55.93
23,8.19,66.03,93,81,59,72,80.91
20,7.35,66.0,98,89,55,77,81.11
24,2.39,50.21,49,76,60,67,50.79
16,3.58,70.89,75,55,26,53,55.0
24,4.75,45.08,48,26,74,34,45.96
22,3.15,76.99,36,84,94,89,75.69
19,2.65,54.5,52,93,98,46,72.82
18,1.64,83.49,40,96,32,66,65.3
21,10.6,76.44,97,60,39,44,68.82
16,4.18,84.78,29,51,77,49,50.69
18,4.19,84.98,58,33,42,59,44.3
17,3.27,51.8,97,52,72,45,67.59
24,6.23,40.04,66,49,56,73,64.33
18,6.66,61.95,71,92,39,88,78.42
17,3.29,95.14,60,25,38,33,45.01
19,7.69,74.67,66,29,37,60,45.32
17,8.95,83.65,92,94,87,55,83.32
16,5.11,92.77,90,39,80,70,69.36
21,7.44,94.36,62,31,91,31,56.73
23,6.53,71.74,56,41,65,37,58.14
17,3.15,72.46,92,95,67,53,83.42
24,9.03,91.06,83,33,39,69,63.3
18,9.82,88.45,90,67,91,54,80.44
23,8.14,81.93,79,73,88,91,83.91
23,4.56,76.27,44,55,53,87,58.29
18,11.19,77.03,41,80,26,61,59.06
18,6.01,61.77,62,74,69,75,69.0
21,3.92,90.46,90,33,72,55,66.11
16,5.49,77.07,89,21,92,71,61.45
19,8.61,53.41,55,21,30,36,39.36
16,10.31,54.39,65,80,95,85,79.02
18,4.92,91.7,41,25,27,76,46.41
24,3.56,77.54,54,44,51,79,51.68
20,7.89,63.92,66,86,82,74,79.31
20,11.13,51.23,52,42,74,73,65.37
19,3.02,76.61,94,92,78,54,79.35
18,9.83,51.06,32,47,82,81,63.33
20,6.24,68.21,75,44,36,47,61.02
19,9.79,80.65,86,84,45,36,65.18
23,6.56,73.92,32,85,70,51,65.15
19,5.15,95.33,69,98,52,33,78.03
23,8.66,42.38,76,62,45,58,63.62
21,10.91,56.79,47,59,41,69,61.53
20,4.52,43.43,84,99,86,81,79.52
19,6.07,51.68,43,42,97,89,53.52
19,3.52,47.44,86,68,82,70,72.79
19,3.02,83.96,26,27,36,44,29.33
24,9.56,62.16,93,26,60,86,69.15
19,3.21,95.5,43,40,95,64,59.37
24,9.73,41.4,28,54,58,48,59.99
21,5.72,79.18,34,80,52,50,62.31
22,11.95,98.23,75,93,51,42,76.68
18,3.17,50.55,36,87,40,50,55.3
23,2.02,66.55,38,49,72,55,52.1
18,1.83,82.11,28,87,83,85,67.87
16,10.19,77.99,83,28,97,60,60.63
20,5.82,73.96,76,36,85,59,62.78
17,1.03,59.61,57,62,68,53,63.65
21,10.62,83.69,27,76,90,59,69.81
24,10.65,79.2,25,32,98,55,55.23
16,9.87,49.77,68,76,50,83,69.62
19,3.73,97.85,64,45,60,50,57.04
16,5.1,73.34,40,80,91,52,67.53
16,9.19,71.53,53,81,90,57,70.58
23,6.38,90.89,31,38,55,52,48.1
17,2.69,78.42,58,49,93,88,66.02
16,3.67,44.47,25,32,58,82,40.09
23,11.7,70.4,51,68,60,82,67.07
19,2.66,86.84,79,70,60,63,63.33
18,8.99,82.0,27,28,24,41,42.53
19,6.26,98.25,57,48,25,31,52.21
20,9.23,41.49,38,27,81,54,52.31
16,8.27,55.67,74,95,35,73,77.37
16,5.83,72.95,28,34,99,63,39.39
18,4.89,77.17,71,88,38,35,75.22
21,9.3,56.46,47,53,56,68,45.34
16,4.55,89.61,81,71,83,79,82.83
17,9.67,49.86,67,69,78,53,72.72
22,8.48,40.05,58,86,88,34,67.94
16,7.35,97.14,72,24,92,83,67.01
22,5.06,63.49,82,28,26,83,56.32
19,3.26,97.45,38,24,61,39,39.76
21,8.81,56.68,52,46,44,35,57.88
23,2.0,43.81,83,66,75,45,60.51
24,11.68,86.35,45,81,66,89,68.63
21,11.77,90.15,64,64,96,43,69.88
24,2.43,69.53,20,85,69,62,49.84
19,2.14,44.43,94,42,93,69,71.14
21,5.54,79.25,85,80,52,69,83.4
23,11.6,50.93,54,62,45,38,64.07
24,5.4,90.96,96,54,36,77,67.42
18,5.0,56.44,64,49,40,94,65.24
17,8.74,90.86,95,86,21,39,79.38
21,2.97,65.62,52,29,98,35,49.8
19,5.0,75.79,88,75,63,91,77.08
16,4.2,87.37,50,53,85,60,63.22
23,7.62,42.43,83,84,90,35,76.16
24,2.79,89.27,34,25,55,63,36.83
24,7.04,48.32,65,89,65,91,80.27
17,10.43,61.51,67,62,69,41,73.22
24,6.66,68.37,87,35,86,67,64.37
22,8.52,93.73,59,82,22,36,63.9
20,1.83,41.35,20,84,52,93,56.23
22,5.94,73.55,39,24,64,33,38.11
24,2.04,78.55,41,44,44,50,46.55
23,7.59,58.99,73,46,56,65,65.27
21,4.09,57.43,96,61,55,36,70.81
19,4.16,69.43,84,74,54,64,70.07
16,1.84,51.23,34,45,38,78,44.64
21,4.41,68.09,80,35,64,40,59.23
18,6.57,85.9,98,47,37,53,66.31
21,7.43,90.72,33,49,46,51,53.97
21,1.73,63.11,88,96,50,72,72.12
19,8.17,77.04,68,64,58,80,65.52
17,6.38,40.0,25,38,86,78,45.79
24,6.91,73.02,60,32,41,51,55.15
17,10.16,98.51,50,94,71,47,75.31
18,4.76,58.74,83,42,29,73,54.3
16,2.91,75.69,70,33,27,61,54.84
22,7.07,85.74,78,93,53,87,79.5
16,11.4,76.54,74,42,72,85,60.03
24,6.7,65.11,68,59,37,38,54.79
16,10.15,49.15,59,83,31,92,69.28
20,9.33,67.82,34,78,83,33,66.4
22,6.7,57.69,89,39,76,67,65.27
18,8.12,81.76,84,51,21,71,60.41
24,5.47,66.51,26,97,36,36,53.0
23,6.84,90.99,81,43,71,71,71.78
18,6.58,51.6,73,65,95,89,83.91
20,8.8,65.06,71,37,90,49,62.07
22,5.51,73.45,70,67,98,92,85.06
19,2.1,47.56,23,33,21,50,30.87
20,9.68,75.27,20,73,46,34,51.38
18,8.53,57.46,85,40,45,59,60.75
24,11.45,53.77,54,24,44,92,48.61
24,5.72,48.51,96,50,31,88,61.54
22,1.86,60.99,29,86,36,67,47.8
17,2.34,95.74,86,78,84,65,73.54
22,9.51,41.86,87,63,59,67,75.24
22,1.75,91.13,84,83,24,52,76.36
20,10.99,63.84,70,61,47,52,62.25
24,4.1,73.7,49,57,91,87,64.16
18,10.89,70.77,58,26,71,77,64.4
19,9.51,95.54,29,78,33,35,49.63
16,10.58,86.21,63,88,25,75,63.7
21,3.35,99.09,51,89,37,44,51.63
19,7.55,87.67,63,68,56,30,64.22
16,2.03,57.75,82,97,93,62,79.66
17,3.23,97.77,80,30,83,53,55.64
18,4.41,99.01,84,21,54,43,51.61
24,9.15,47.39,60,46,36,67,59.76
23,1.27,94.06,31,35,29,40,32.95
22,10.93,79.85,21,83,70,92,71.37
19,1.78,95.32,92,85,71,61,81.51
16,5.14,94.94,95,68,83,58,80.74
23,1.89,93.48,79,35,52,59,56.32
19,9.46,93.12,44,92,36,58,69.32
18,2.55,47.06,80,71,68,40,68.46
24,10.73,48.61,41,92,26,78,64.85
19,6.83,47.07,75,24,84,93,53.75
19,11.43,45.46,40,55,81,67,61.24
24,4.19,61.2,74,26,94,89,56.11
17,6.0,81.04,59,80,29,36,54.34
20,8.64,61.28,70,48,50,36,63.89
19,10.15,83.22,41,86,44,34,61.73
24,5.63,89.22,47,49,76,76,68.61
20,10.82,79.97,23,59,84,65,64.11
24,2.3,67.91,45,50,62,44,46.76
24,8.8,57.73,79,67,22,68,62.74
17,4.83,47.46,42,25,74,67,50.8
24,2.11,69.62,60,81,67,65,69.74
18,5.25,83.18,77,48,84,31,70.32
19,10.68,72.89,27,28,90,44,40.1
16,11.79,83.29,70,73,79,84,72.8
16,5.32,60.11,80,30,33,89,52.49
16,10.75,44.01,20,38,33,54,43.47
24,6.61,86.27,49,93,28,43,65.86
23,8.89,53.18,36,24,64,38,30.05
20,1.5,76.98,42,89,21,78,51.57
20,7.13,88.26,43,37,51,64,53.33
24,1.77,48.35,88,40,27,34,45.56
18,3.95,75.91,71,34,55,46,55.19
18,7.23,81.36,90,78,56,83,81.93
22,9.88,84.79,77,93,34,76,75.04
24,7.17,48.86,41,25,53,78,46.66
21,11.3,89.51,78,43,40,91,66.3
17,9.91,45.65,63,79,28,52,66.17
16,2.72,71.18,56,47,59,45,51.6
17,5.28,66.6,53,93,45,36,54.73
16,8.35,53.31,76,42,41,72,62.98
24,11.32,58.12,76,98,32,73,77.85
23,11.86,49.87,59,65,44,38,64.7
22,9.4,65.54,39,56,90,89,62.05
18,7.31,42.13,36,33,34,39,38.03
23,9.32,93.33,71,67,95,34,73.48
17,4.01,49.81,23,97,64,80,66.93
17,4.12,93.16,82,90,40,36,74.43
18,8.2,91.81,69,55,59,51,72.84
22,10.59,67.1,69,79,66,53,74.29
16,11.67,69.86,35,73,80,71,62.25
23,4.75,58.11,91,98,33,51,69.84
22,9.76,99.81,80,82,91,64,90.69
19,10.37,80.25,63,67,86,84,83.67
20,7.85,97.11,37,41,95,32,50.18
16,4.82,64.89,69,62,66,48,61.86
19,7.81,92.98,99,60,35,71,67.19
16,7.43,66.89,49,36,90,75,70.33
16,7.67,92.01,68,82,37,49,70.03
16,7.81,47.86,40,98,64,62,64.72
22,10.32,78.21,41,37,42,35,42.96
22,2.87,80.72,66,91,45,44,73.99
19,5.04,79.37,44,22,85,60,53.99
17,7.45,66.82,75,73,21,35,61.62
18,4.12,81.03,83,33,41,30,51.14
23,11.76,54.37,47,53,57,48,56.51
23,3.89,75.75,52,20,61,44,38.1
21,6.17,73.25,85,67,47,63,66.37
24,10.65,59.1,23,29,82,93,50.66
24,1.88,86.73,99,30,36,78,58.73
19,10.03,44.85,31,85,78,75,67.9
16,7.28,50.29,36,22,21,80,42.78
16,1.35,68.27,55,34,98,40,51.0
20,10.93,93.5,35,78,98,33,77.41
17,1.43,74.51,42,83,69,70,62.43
21,6.67,90.52,91,66,34,93,74.9
22,1.54,71.05,28,21,37,30,35.0
16,1.78,87.13,97,49,96,38,75.18
21,10.76,59.55,74,57,57,68,73.02
23,9.42,88.91,92,24,27,94,58.79
20,3.17,64.1,83,25,99,46,61.71
22,7.83,73.53,66,24,39,30,51.54
21,9.74,50.55,86,31,79,53,70.5
19,10.79,95.23,29,23,45,49,44.03
22,6.15,82.09,23,43,54,93,52.63
24,10.87,91.53,49,44,45,49,51.26
22,6.59,52.47,30,45,37,69,48.18
20,8.57,44.06,70,74,63,59,75.6
22,11.77,60.23,38,65,26,52,54.08
18,3.6,71.0,32,65,54,52,52.48
17,2.85,88.14,76,62,31,85,52.67
20,4.76,63.86,22,79,63,76,64.54
19,2.81,56.2,97,52,60,46,68.15
20,4.13,62.35,93,40,73,31,67.04
23,9.17,82.22,57,56,20,62,57.5
19,6.25,60.17,46,31,44,44,46.8
24,5.13,98.75,99,40,99,61,78.73
22,5.06,50.5,29,32,34,63,45.5
22,3.14,85.19,72,52,94,89,84.15
23,5.92,75.35,46,89,22,60,65.03
21,7.87,53.99,26,95,64,44,68.99
23,2.53,85.22,32,80,64,49,55.42
18,11.7,66.85,91,49,70,60,73.99
16,5.88,80.94,79,56,61,31,66.57
21,11.43,79.74,33,35,58,42,52.39
16,2.48,46.64,63,64,39,45,56.67
24,9.44,90.4,89,90,98,44,85.26
17,7.79,80.89,47,20,37,54,41.34
17,10.02,86.84,42,72,58,57,62.35
22,7.61,66.87,31,47,48,41,49.09
17,11.59,51.7,43,72,39,83,61.24
23,7.9,59.57,70,63,61,87,69.34
21,9.63,94.09,41,86,98,45,73.61
22,10.65,96.28,81,58,31,91,73.82
22,8.86,68.91,45,29,75,39,57.94
21,6.77,57.93,77,70,31,81,62.94
24,4.0,83.82,90,33,72,59,68.53
24,10.4,85.96,34,98,27,45,57.94
22,6.29,88.93,87,25,77,39,65.84
24,7.83,41.87,25,58,43,44,40.18
18,1.87,40.58,21,99,80,55,68.0
18,6.47,61.43,50,67,20,90,55.2
16,8.68,49.15,43,44,97,44,60.67
20,7.42,88.3,54,52,89,35,64.27
19,5.93,71.97,66,94,64,30,79.14
17,3.46,89.52,50,86,28,64,56.86
24,4.41,50.61,91,84,20,30,65.43
18,8.71,77.63,95,59,92,67,83.22
23,3.47,74.81,21,44,43,70,46.6
21,7.84,60.42,98,76,79,41,77.85
20,7.49,71.02,78,51,67,93,60.51
16,11.67,75.34,82,65,58,39,67.36
19,1.67,93.37,94,23,37,56,57.78
18,2.19,43.34,36,42,71,68,48.77
16,6.57,89.4,73,99,21,74,72.79
20,6.8,98.81,40,94,55,40,61.58
21,1.44,83.91,41,41,67,53,49.04
17,10.08,84.24,74,52,54,86,72.36
18,6.44,53.08,48,60,89,69,64.53
21,4.81,71.38,98,81,91,66,92.56
19,4.51,82.36,40,57,61,32,56.59
24,10.48,76.14,21,75,93,30,62.28
20,3.16,63.11,61,82,99,74,79.34
19,2.76,96.41,71,96,57,60,74.97
17,3.34,70.84,57,95,45,66,69.07
21,7.88,98.19,22,74,50,72,56.32
17,9.92,73.83,44,70,71,33,64.55
22,4.64,87.6,96,84,79,58,76.41
18,2.91,84.52,81,76,27,40,59.16
24,3.3,79.65,34,46,80,62,58.84
20,7.81,40.87,89,76,54,82,75.44
23,3.71,44.65,29,74,53,46,46.15
21,10.65,74.89,92,91,29,41,85.71
23,2.14,94.71,88,23,59,30,53.14
18,1.36,76.07,63,84,71,85,74.41
18,1.97,54.16,60,75,31,52,53.69
20,10.3,59.21,39,72,46,36,62.27
18,8.16,77.39,56,63,38,70,61.0
23,11.54,75.82,58,35,76,82,56.33
23,4.7,97.34,96,42,73,36,78.75
17,3.34,71.75,89,50,34,82,60.15
19,7.18,61.3,27,47,56,34,44.27
16,6.92,71.5,62,69,80,65,65.09
19,7.5,87.17,29,35,37,73,35.52
19,4.82,72.42,60,60,63,40,65.72
24,1.06,59.56,23,28,40,93,37.51
18,1.39,60.32,97,21,48,50,44.49
17,8.3,85.41,23,62,34,33,44.9
24,6.76,43.99,43,85,87,64,71.92
24,10.03,56.49,40,99,83,64,78.9
